muTilde,mqt3,mut3,mdt3,cG,cW,cH,cHD,cHBox,cHB,cHW,cHWB,cHG,cuH_33,cdH_33,cHu_33,cHd_33,cHud_33,cHq1_33,cHq3_33,cuG_33,cdG_33,cuW_33,cdW_33,cuB_33,cdB_33,cuu_3333,cdd_3333,cqq1_3333,cqq3_3333,cqu1_3333,cqu8_3333,cqd1_3333,cqd8_3333,cud1_3333,cud8_3333,cquqd1_3333,cquqd8_3333
1.02,4.83,1.24,7.55,1.76453e-05,-8.31425e-06,-9.75117e-04,-5.97891e-05,-6.67938e-04,4.81387e-05,5.78902e-06,-1.63067e-06,1.70331e-04,-3.28248e-04,-7.58457e-06,-1.27135e-04,2.91715e-06,4.38079e-06,2.58500e-07,8.56328e-06,-9.75935e-05,-1.47257e-06,2.53787e-05,5.19791e-07,-2.87934e-05,-6.16278e-07,-3.69881e-05,-2.00762e-05,-6.29571e-05,1.65834e-06,6.89330e-05,9.52998e-05,8.30165e-06,6.67592e-05,-3.77721e-06,-9.06784e-05,6.28359e-08,3.53696e-10
1.30,8.19,1.77,7.40,8.62167e-06,-5.28034e-06,-4.75026e-04,-2.30824e-05,-3.33832e-04,2.36803e-05,2.01127e-06,-5.66825e-07,8.22971e-05,-1.71360e-04,-3.82400e-06,-6.88794e-05,1.76877e-06,2.26334e-06,-3.30090e-06,6.61366e-06,-4.87456e-05,-7.32660e-07,1.40513e-05,2.61104e-07,-1.61286e-05,-3.10752e-07,-1.62990e-05,-9.95827e-06,-3.45332e-05,7.71642e-07,2.54445e-05,4.63507e-05,5.24414e-06,3.63498e-05,-9.02097e-07,-4.78772e-05,1.54239e-08,2.57819e-10
1.18,2.28,4.72,1.43,2.15019e-05,-3.96980e-06,-2.70313e-04,-2.34036e-04,-1.33819e-04,4.49877e-06,2.59479e-05,-7.34959e-06,6.49292e-05,-1.24002e-05,1.33147e-07,-8.07848e-07,1.59666e-06,5.95623e-07,4.55586e-05,-6.31634e-05,-7.26526e-05,-3.00527e-07,5.12147e-06,1.69343e-07,6.30195e-06,-1.22936e-07,-7.35092e-05,-2.31356e-05,-1.48815e-05,-2.15069e-05,5.96806e-05,-4.33518e-06,2.78475e-06,-1.20578e-04,-1.21329e-05,-3.45646e-05,6.34270e-08,1.04119e-09
0.78,5.80,2.56,2.44,8.87691e-06,-1.46890e-05,-2.61735e-04,-4.84217e-05,-2.39551e-04,1.14427e-05,4.01243e-06,-1.13130e-06,4.62262e-05,-1.30389e-04,-2.67013e-06,-4.67045e-05,4.26992e-06,1.53378e-06,-3.66100e-06,-2.63325e-05,-4.15828e-05,-4.97288e-07,1.29978e-05,2.39777e-07,-1.03363e-05,-2.37490e-07,-2.38105e-05,-1.09583e-05,-3.15933e-05,-1.14423e-05,3.78736e-05,1.40243e-05,8.91208e-06,-5.97008e-06,-1.46502e-06,-4.05310e-05,1.10913e-08,4.09142e-10
1.21,7.70,1.96,4.53,8.03295e-06,-6.07121e-06,-3.93407e-04,-2.59289e-05,-2.84038e-04,1.93165e-05,2.27275e-06,-6.40601e-07,6.84779e-05,-1.50210e-04,-3.35402e-06,-6.16651e-05,1.94083e-06,2.03586e-06,-3.36784e-06,3.42991e-06,-4.52904e-05,-6.60529e-07,1.35307e-05,2.52543e-07,-1.45472e-05,-2.87786e-07,-1.64520e-05,-9.35425e-06,-3.29257e-05,-6.04908e-07,2.71261e-05,3.78663e-05,5.73618e-06,2.65727e-05,-1.11100e-06,-4.28156e-05,1.50119e-08,3.65881e-10
1.20,7.75,2.09,8.97,6.42002e-06,-6.20083e-06,-3.47787e-04,-2.57014e-05,-2.54919e-04,1.69285e-05,2.24740e-06,-6.33422e-07,6.03237e-05,-1.36513e-04,-3.03194e-06,-5.57644e-05,1.93956e-06,1.84316e-06,-3.38780e-06,1.51819e-06,-4.16069e-05,-5.98180e-07,1.25849e-05,2.35206e-07,-1.33632e-05,-2.66137e-07,-1.45932e-05,-7.58104e-06,-3.07897e-05,-3.69050e-07,2.61806e-05,3.95009e-05,5.72264e-06,2.83155e-05,-1.10625e-06,-3.22827e-05,1.35759e-08,2.07315e-10
1.37,1.44,5.71,6.24,2.39603e-05,1.80326e-06,-5.49924e-04,-5.73069e-04,-1.89786e-04,4.69630e-06,6.51574e-05,-1.84089e-05,1.35986e-04,5.45039e-05,2.38220e-06,1.22598e-05,9.94495e-07,3.70533e-07,8.40883e-05,-1.02570e-04,-1.13461e-04,-3.13218e-07,3.04867e-06,1.71707e-07,9.47046e-06,-1.19922e-07,-8.75105e-05,-2.45728e-05,-1.32440e-05,-2.58581e-05,5.91751e-05,1.09422e-04,1.71719e-06,-1.41355e-04,-1.29668e-05,7.16800e-05,5.79848e-08,1.41281e-09
1.20,8.19,5.17,4.49,2.73798e-06,-6.16642e-06,-7.50210e-05,-2.31155e-05,-7.69484e-05,2.86123e-06,2.01060e-06,-5.66982e-07,1.34594e-05,-4.02439e-05,-7.61979e-07,-1.13486e-05,1.76000e-06,3.98983e-07,4.25978e-07,-1.65955e-05,-1.37420e-05,-1.32299e-07,3.61277e-06,6.93576e-08,-2.07601e-06,-6.55083e-08,-9.71056e-06,-3.48650e-06,-8.94085e-06,-6.29497e-06,1.59552e-05,5.30077e-06,2.97328e-06,-4.70657e-06,-1.05190e-06,-9.03523e-06,3.89951e-09,2.13470e-10
0.99,9.25,4.77,6.97,2.06004e-06,-9.31507e-06,-8.41476e-05,-2.19833e-05,-1.00691e-04,3.31480e-06,1.57582e-06,-4.44335e-07,1.40066e-05,-5.55303e-05,-1.03273e-06,-1.54809e-05,2.65237e-06,4.61351e-07,-2.21868e-06,-2.38921e-05,-1.37784e-05,-1.47938e-07,4.32680e-06,7.70004e-08,-3.14346e-06,-7.56541e-08,-8.65150e-06,-3.05569e-06,-1.07930e-05,-9.24783e-06,1.30017e-05,9.68522e-06,4.07002e-06,1.79507e-06,3.24773e-07,-6.48637e-06,2.18662e-09,1.31865e-10
1.48,4.01,3.17,2.53,8.90547e-06,-3.38020e-06,-2.09373e-04,-7.70708e-05,-1.34572e-04,7.71589e-06,8.35782e-06,-2.35927e-06,4.17627e-05,-5.61403e-05,-1.40688e-06,-2.11222e-05,1.13065e-06,9.89595e-07,1.30304e-05,-1.72364e-05,-3.95326e-05,-4.01035e-07,6.79043e-06,1.93206e-07,-2.98293e-06,-1.76854e-07,-2.97831e-05,-9.79907e-06,-1.68242e-05,-5.93673e-06,4.87061e-05,1.45330e-05,2.94905e-06,-2.49182e-05,-5.25798e-06,-2.27228e-05,6.11396e-08,7.24909e-10
1.45,1.54,5.96,7.76,2.08784e-05,1.47197e-06,-4.83630e-04,-5.01762e-04,-1.68229e-04,4.20502e-06,5.70864e-05,-1.61192e-05,1.19415e-04,4.60330e-05,2.04353e-06,1.07330e-05,8.93844e-07,3.37686e-07,7.42319e-05,-9.06500e-05,-1.00440e-04,-2.82994e-07,2.73149e-06,1.55491e-07,8.34161e-06,-1.09154e-07,-7.76158e-05,-2.14012e-05,-1.18368e-05,-2.26027e-05,5.35852e-05,9.80578e-05,1.56123e-06,-1.22691e-04,-1.16092e-05,6.44129e-05,5.24967e-08,1.29783e-09
1.00,6.78,3.59,4.99,3.77568e-06,-8.89401e-06,-1.41823e-04,-3.36796e-05,-1.32861e-04,5.84462e-06,2.93418e-06,-8.27360e-07,2.50028e-05,-7.10677e-05,-1.41408e-06,-2.29231e-05,2.55383e-06,7.89221e-07,-5.07273e-07,-1.98797e-05,-2.39421e-05,-2.60187e-07,6.82120e-06,1.30537e-07,-4.93282e-06,-1.28977e-07,-1.39215e-05,-4.84078e-06,-1.67488e-05,-7.00637e-06,2.56602e-05,1.64456e-05,5.05548e-06,1.83420e-06,-1.53912e-06,-1.17354e-05,7.40795e-09,2.39973e-10
0.89,8.20,3.66,5.53,3.21175e-06,-1.14375e-05,-1.33292e-04,-2.76711e-05,-1.43067e-04,5.60543e-06,2.00521e-06,-5.65393e-07,2.24560e-05,-7.95329e-05,-1.54171e-06,-2.52001e-05,3.27688e-06,7.67204e-07,-3.74924e-06,-2.51024e-05,-2.09799e-05,-2.45185e-07,6.93654e-06,1.23054e-07,-5.57606e-06,-1.22938e-07,-1.15717e-05,-4.50497e-06,-1.70853e-05,-9.63564e-06,1.77327e-05,1.47019e-05,5.77968e-06,4.66519e-06,3.19085e-07,-1.21516e-05,3.53948e-09,1.75063e-10
