m1,mut3,cG,cuG_33,cqu1_1133,cuu_3333,cqq1_3333,cqd1_3311,cqu8_3311,cqu8_1133,cHBox,cHB,cHG,cuH_33,cHq1_33
1.60,2.10,5.30906e-06,-4.37718e-06,-1.12607e-08,-2.67101e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.53637e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.61383e-05,3.48165e-06
1.60,2.20,4.83738e-06,-4.10458e-06,-8.78341e-09,-2.43767e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.29929e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.48952e-05,3.26747e-06
1.60,2.30,4.42589e-06,-3.85544e-06,-6.80122e-09,-2.23667e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-2.09387e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.37874e-05,3.07135e-06
1.60,2.40,4.06475e-06,-3.62724e-06,-5.20739e-09,-2.06209e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.91475e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.27961e-05,2.89143e-06
1.60,2.50,3.74607e-06,-3.41780e-06,-3.92039e-09,-1.90932e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.75765e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.19059e-05,2.72605e-06
1.60,2.60,3.46345e-06,-3.22519e-06,-2.87749e-09,-1.77471e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.61910e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.11036e-05,2.57377e-06
1.60,2.70,3.21165e-06,-3.04773e-06,-2.02994e-09,-1.65535e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.49631e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-1.03782e-05,2.43330e-06
1.70,0.30,2.60144e-04,-1.79681e-05,-5.18649e-06,-2.47598e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.61150e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-1.78341e-04,9.81710e-06
1.70,0.40,1.46331e-04,-1.63908e-05,-2.62558e-06,-1.28677e-04,-4.06989e-05,1.83152e-06,-9.65783e-04,-8.83256e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-1.39385e-04,1.06634e-05
1.70,0.50,9.36517e-05,-1.49253e-05,-1.50684e-06,-7.63190e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-5.51480e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-1.12380e-04,1.04533e-05
1.70,0.60,6.50359e-05,-1.35912e-05,-9.36713e-07,-4.93623e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.74246e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-9.26560e-05,9.89907e-06
1.70,0.70,4.77815e-05,-1.23894e-05,-6.15593e-07,-3.39816e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.69181e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-7.77238e-05,9.23974e-06
1.70,0.80,3.65827e-05,-1.13125e-05,-4.21501e-07,-2.45371e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-2.02129e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-6.61133e-05,8.56886e-06
1.70,0.90,2.89049e-05,-1.03497e-05,-2.97849e-07,-1.84057e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.56908e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-5.68942e-05,7.92523e-06
1.70,1.00,2.34129e-05,-9.48925e-06,-2.15787e-07,-1.42459e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.25069e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-4.94478e-05,7.32437e-06
1.70,1.10,1.93495e-05,-8.71994e-06,-1.59515e-07,-1.13200e-05,-5.38167e-06,2.42185e-07,-1.27707e-04,-1.01866e-04,-7.64836e-04,6.08440e-05,2.01665e-04,-4.33464e-05,6.77122e-06
1.70,1.20,1.62590e-05,-8.03119e-06,-1.19878e-07,-9.19875e-06,-4.52210e-06,2.03502e-07,-1.07309e-04,-8.44692e-05,-6.42675e-04,5.11259e-05,1.69455e-04,-3.82854e-05,6.26572e-06
1.70,1.30,1.38538e-05,-7.41351e-06,-9.13252e-08,-7.62056e-06,-3.85315e-06,1.73399e-07,-9.14351e-05,-7.11131e-05,-5.47604e-04,4.35629e-05,1.44387e-04,-3.40423e-05,5.80550e-06
1.70,1.40,1.19454e-05,-6.85848e-06,-7.03618e-08,-6.41963e-06,-3.32236e-06,1.49512e-07,-7.88395e-05,-6.06500e-05,-4.72169e-04,3.75619e-05,1.24497e-04,-3.04513e-05,5.38721e-06
1.70,1.50,1.04057e-05,-6.35866e-06,-5.47170e-08,-5.48745e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-5.23098e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-2.73867e-05,5.00718e-06
1.70,1.60,9.14568e-06,-5.90758e-06,-4.28750e-08,-4.75099e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.55605e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-2.47515e-05,4.66177e-06
1.70,1.70,8.10136e-06,-5.49955e-06,-3.37997e-08,-4.15989e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-4.00256e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.24700e-05,4.34753e-06
1.70,1.80,7.22621e-06,-5.12964e-06,-2.67687e-08,-3.67864e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.54330e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-2.04826e-05,4.06131e-06
1.70,1.90,6.48558e-06,-4.79352e-06,-2.12689e-08,-3.28173e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-3.15821e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-1.87414e-05,3.80021e-06
1.70,2.00,5.85323e-06,-4.48745e-06,-1.69300e-08,-2.95052e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.83227e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-1.72080e-05,3.56166e-06
1.70,2.10,5.30906e-06,-4.20813e-06,-1.34811e-08,-2.67115e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.55404e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.58511e-05,3.34334e-06
1.70,2.20,4.83738e-06,-3.95269e-06,-1.07210e-08,-2.43319e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.31470e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.46450e-05,3.14320e-06
1.70,2.30,4.42589e-06,-3.71862e-06,-8.49918e-09,-2.22869e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-2.10738e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.35684e-05,2.95941e-06
1.70,2.40,4.06475e-06,-3.50370e-06,-6.70114e-09,-2.05148e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.92664e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.26037e-05,2.79035e-06
1.70,2.50,3.74607e-06,-3.30600e-06,-5.23935e-09,-1.89676e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.76814e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.17362e-05,2.63458e-06
1.70,2.60,3.46345e-06,-3.12379e-06,-4.04615e-09,-1.76075e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.62840e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.09535e-05,2.49080e-06
1.70,2.70,3.21165e-06,-2.95556e-06,-3.06886e-09,-1.64041e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.50457e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-1.02449e-05,2.35789e-06
1.80,0.30,2.60144e-04,-1.62683e-05,-5.27543e-06,-2.50905e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.61858e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-1.66417e-04,8.42635e-06
1.80,0.40,1.46331e-04,-1.49254e-05,-2.68888e-06,-1.30937e-04,-4.06989e-05,1.83152e-06,-9.65783e-04,-8.88291e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-1.30919e-04,9.46438e-06
1.80,0.50,9.36517e-05,-1.36647e-05,-1.55352e-06,-7.79151e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-5.55194e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-1.06151e-04,9.42193e-06
1.80,0.60,6.50359e-05,-1.25064e-05,-9.72055e-07,-5.05140e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.77057e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-8.79515e-05,9.01149e-06
1.80,0.70,4.77815e-05,-1.14542e-05,-6.42901e-07,-3.48260e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.71353e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-7.40969e-05,8.47458e-06
1.80,0.80,3.65827e-05,-1.05042e-05,-4.42957e-07,-2.51636e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-2.03836e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-6.32696e-05,7.90755e-06
1.80,0.90,2.89049e-05,-9.64898e-06,-3.14949e-07,-1.88746e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.58268e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-5.46326e-05,7.35195e-06
1.80,1.00,2.34129e-05,-8.87988e-06,-2.29584e-07,-1.45988e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.26167e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-4.76268e-05,6.82579e-06
1.80,1.10,1.93495e-05,-8.18820e-06,-1.70767e-07,-1.15866e-05,-5.38167e-06,2.42185e-07,-1.27707e-04,-1.02761e-04,-7.64836e-04,6.08440e-05,2.01665e-04,-4.18641e-05,6.33616e-06
1.80,1.20,1.62590e-05,-7.56564e-06,-1.29144e-07,-9.40048e-06,-4.52210e-06,2.03502e-07,-1.07309e-04,-8.52062e-05,-6.42675e-04,5.11259e-05,1.69455e-04,-3.70671e-05,5.88481e-06
1.80,1.30,1.38538e-05,-7.00456e-06,-9.90211e-08,-7.77296e-06,-3.85315e-06,1.73399e-07,-9.14351e-05,-7.17253e-05,-5.47604e-04,4.35629e-05,1.44387e-04,-3.30322e-05,5.47090e-06
1.80,1.40,1.19454e-05,-6.49807e-06,-7.68042e-08,-6.53426e-06,-3.32236e-06,1.49512e-07,-7.88395e-05,-6.11625e-05,-4.72169e-04,3.75619e-05,1.24497e-04,-2.96073e-05,5.09233e-06
1.80,1.50,1.04057e-05,-6.04003e-06,-6.01489e-08,-5.57299e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-5.27419e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-2.66762e-05,4.74648e-06
1.80,1.60,9.14568e-06,-5.62502e-06,-4.74850e-08,-4.81402e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.59272e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-2.41495e-05,4.43058e-06
1.80,1.70,8.10136e-06,-5.24823e-06,-3.77360e-08,-4.20541e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-4.03387e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.19569e-05,4.14191e-06
1.80,1.80,7.22621e-06,-4.90546e-06,-3.01485e-08,-3.71052e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.57019e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-2.00427e-05,3.87789e-06
1.80,1.90,6.48558e-06,-4.59302e-06,-2.41861e-08,-3.30295e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-3.18142e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-1.83623e-05,3.63616e-06
1.80,2.00,5.85323e-06,-4.30763e-06,-1.94601e-08,-2.96340e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.85240e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-1.68797e-05,3.41454e-06
1.80,2.10,5.30906e-06,-4.04646e-06,-1.56854e-08,-2.67752e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.57157e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.55655e-05,3.21107e-06
1.80,2.20,4.83738e-06,-3.80699e-06,-1.26498e-08,-2.43449e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.33004e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.43954e-05,3.02399e-06
1.80,2.30,4.42589e-06,-3.58699e-06,-1.01935e-08,-2.22604e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-2.12086e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.33495e-05,2.85172e-06
1.80,2.40,4.06475e-06,-3.38452e-06,-8.19520e-09,-2.04579e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.93852e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.24109e-05,2.69284e-06
1.80,2.50,3.74607e-06,-3.19785e-06,-6.56147e-09,-1.88874e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.77866e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.15659e-05,2.54610e-06
1.80,2.60,3.46345e-06,-3.02545e-06,-5.22006e-09,-1.75095e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.63773e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.08024e-05,2.41035e-06
1.80,2.70,3.21165e-06,-2.86597e-06,-4.11448e-09,-1.62930e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.51289e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-1.01105e-05,2.28458e-06
1.90,0.30,2.60144e-04,-1.47953e-05,-5.35533e-06,-2.53894e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.62493e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-1.55700e-04,7.22122e-06
1.90,0.40,1.46331e-04,-1.36443e-05,-2.74634e-06,-1.33008e-04,-4.06989e-05,1.83152e-06,-9.65783e-04,-8.92862e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-1.23230e-04,8.41620e-06
1.90,0.50,9.36517e-05,-1.25534e-05,-1.59630e-06,-7.93956e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-5.58597e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-1.00440e-04,8.51268e-06
1.90,0.60,6.50359e-05,-1.15425e-05,-1.00472e-06,-5.15955e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.79655e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-8.36008e-05,8.22288e-06
1.90,0.70,4.77815e-05,-1.06172e-05,-6.68329e-07,-3.56286e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.73376e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-7.07168e-05,7.78974e-06
1.90,0.80,3.65827e-05,-9.77584e-06,-4.63076e-07,-2.57663e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-2.05436e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-6.06007e-05,7.31159e-06
1.90,0.90,2.89049e-05,-9.01351e-06,-3.31086e-07,-1.93312e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.59551e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-5.24963e-05,6.83201e-06
1.90,1.00,2.34129e-05,-8.32390e-06,-2.42679e-07,-1.49470e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.27208e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-4.58964e-05,6.37090e-06
1.90,1.10,1.93495e-05,-7.70034e-06,-1.81505e-07,-1.18533e-05,-5.38167e-06,2.42185e-07,-1.27707e-04,-1.03615e-04,-7.64836e-04,6.08440e-05,2.01665e-04,-4.04479e-05,5.93700e-06
1.90,1.20,1.62590e-05,-7.13627e-06,-1.38030e-07,-9.60515e-06,-4.52210e-06,2.03502e-07,-1.07309e-04,-8.59131e-05,-6.42675e-04,5.11259e-05,1.69455e-04,-3.58972e-05,5.53351e-06
1.90,1.30,1.38538e-05,-6.62553e-06,-1.06436e-07,-7.93011e-06,-3.85315e-06,1.73399e-07,-9.14351e-05,-7.23151e-05,-5.47604e-04,4.35629e-05,1.44387e-04,-3.20578e-05,5.16079e-06
1.90,1.40,1.19454e-05,-6.16250e-06,-8.30384e-08,-6.65469e-06,-3.32236e-06,1.49512e-07,-7.88395e-05,-6.16584e-05,-4.72169e-04,3.75619e-05,1.24497e-04,-2.87894e-05,4.81778e-06
1.90,1.50,1.04057e-05,-5.74207e-06,-6.54261e-08,-5.66487e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-5.31617e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-2.59851e-05,4.50270e-06
1.90,1.60,9.14568e-06,-5.35971e-06,-5.19804e-08,-4.88356e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.62848e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-2.35617e-05,4.21351e-06
1.90,1.70,8.10136e-06,-5.01135e-06,-4.15876e-08,-4.25742e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-4.06451e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.14541e-05,3.94810e-06
1.90,1.80,7.22621e-06,-4.69340e-06,-3.34664e-08,-3.74870e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.59658e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-1.96102e-05,3.70439e-06
1.90,1.90,6.48558e-06,-4.40269e-06,-2.70585e-08,-3.33021e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-3.20427e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-1.79885e-05,3.48044e-06
1.90,2.00,5.85323e-06,-4.13639e-06,-2.19585e-08,-2.98202e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.87227e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-1.65550e-05,3.27443e-06
1.90,2.10,5.30906e-06,-3.89203e-06,-1.78680e-08,-2.68929e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.58893e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.52822e-05,3.08471e-06
1.90,2.20,4.83738e-06,-3.66739e-06,-1.45643e-08,-2.44083e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.34527e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.41473e-05,2.90977e-06
1.90,2.30,4.42589e-06,-3.46053e-06,-1.18794e-08,-2.22809e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-2.13427e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.31313e-05,2.74825e-06
1.90,2.40,4.06475e-06,-3.26972e-06,-9.68512e-09,-2.04445e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.95037e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.22184e-05,2.59891e-06
1.90,2.50,3.74607e-06,-3.09342e-06,-7.88273e-09,-1.88475e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.78917e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.13953e-05,2.46065e-06
1.90,2.60,3.46345e-06,-2.93026e-06,-6.39555e-09,-1.74490e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.64709e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.06508e-05,2.33246e-06
1.90,2.70,3.21165e-06,-2.77904e-06,-5.16351e-09,-1.62165e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.52124e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-9.97542e-06,2.21346e-06
2.00,0.30,2.60144e-04,-1.35111e-05,-5.42739e-06,-2.56605e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.63066e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-1.46031e-04,6.17046e-06
2.00,0.40,1.46331e-04,-1.25183e-05,-2.79867e-06,-1.34909e-04,-4.06989e-05,1.83152e-06,-9.65783e-04,-8.97025e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-1.16224e-04,7.49495e-06
2.00,0.50,9.36517e-05,-1.15692e-05,-1.63560e-06,-8.07702e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-5.61722e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-9.51904e-05,7.70743e-06
2.00,0.60,6.50359e-05,-1.06828e-05,-1.03495e-06,-5.26108e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.82060e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-7.95707e-05,7.51944e-06
2.00,0.70,4.77815e-05,-9.86555e-06,-6.92035e-07,-3.63903e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.75261e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-6.75631e-05,7.17474e-06
2.00,0.80,3.65827e-05,-9.11758e-06,-4.81955e-07,-2.63444e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-2.06938e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-5.80942e-05,6.77302e-06
2.00,0.90,2.89049e-05,-8.43581e-06,-3.46317e-07,-1.97739e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.60763e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-5.04778e-05,6.35936e-06
2.00,1.00,2.34129e-05,-7.81568e-06,-2.55109e-07,-1.52884e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.28197e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-4.42524e-05,5.95508e-06
2.00,1.10,1.93495e-05,-7.25206e-06,-1.91749e-07,-1.21178e-05,-5.38167e-06,2.42185e-07,-1.27707e-04,-1.04430e-04,-7.64836e-04,6.08440e-05,2.01665e-04,-3.90955e-05,5.57023e-06
2.00,1.20,1.62590e-05,-6.73981e-06,-1.46547e-07,-9.81077e-06,-4.52210e-06,2.03502e-07,-1.07309e-04,-8.65906e-05,-6.42675e-04,5.11259e-05,1.69455e-04,-3.47747e-05,5.20913e-06
2.00,1.30,1.38538e-05,-6.27395e-06,-1.13574e-07,-8.09016e-06,-3.85315e-06,1.73399e-07,-9.14351e-05,-7.28829e-05,-5.47604e-04,4.35629e-05,1.44387e-04,-3.11187e-05,4.87313e-06
2.00,1.40,1.19454e-05,-5.84988e-06,-8.90635e-08,-6.77922e-06,-3.32236e-06,1.49512e-07,-7.88395e-05,-6.21377e-05,-4.72169e-04,3.75619e-05,1.24497e-04,-2.79980e-05,4.56199e-06
2.00,1.50,1.04057e-05,-5.46336e-06,-7.05457e-08,-5.76153e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-5.35690e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-2.53137e-05,4.27466e-06
2.00,1.60,9.14568e-06,-5.11058e-06,-5.63568e-08,-4.95825e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.66330e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-2.29887e-05,4.00968e-06
2.00,1.70,8.10136e-06,-4.78811e-06,-4.53497e-08,-4.31468e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-4.09444e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.09622e-05,3.76544e-06
2.00,1.80,7.22621e-06,-4.49286e-06,-3.67173e-08,-3.79210e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.62244e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-1.91859e-05,3.54031e-06
2.00,1.90,6.48558e-06,-4.22212e-06,-2.98811e-08,-3.36255e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-3.22672e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-1.76206e-05,3.33270e-06
2.00,2.00,5.85323e-06,-3.97343e-06,-2.44203e-08,-3.00551e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.89185e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-1.62346e-05,3.14109e-06
2.00,2.10,5.30906e-06,-3.74462e-06,-2.00242e-08,-2.70569e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.60609e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.50020e-05,2.96411e-06
2.00,2.20,4.83738e-06,-3.53378e-06,-1.64602e-08,-2.45155e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.36035e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.39012e-05,2.80045e-06
2.00,2.30,4.42589e-06,-3.33917e-06,-1.35527e-08,-2.23426e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-2.14758e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.29143e-05,2.64895e-06
2.00,2.40,4.06475e-06,-3.15926e-06,-1.11671e-08,-2.04698e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.96216e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.20265e-05,2.50854e-06
2.00,2.50,3.74607e-06,-2.99269e-06,-9.19965e-09,-1.88436e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.79964e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.12250e-05,2.37824e-06
2.00,2.60,3.46345e-06,-2.83824e-06,-7.56947e-09,-1.74219e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.65642e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.04992e-05,2.25717e-06
2.00,2.70,3.21165e-06,-2.69482e-06,-6.21305e-09,-1.61710e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.52959e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-9.84003e-06,2.14455e-06
2.10,0.30,2.60144e-04,-1.23849e-05,-5.49262e-06,-2.59071e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.63585e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-1.37275e-04,5.24906e-06
2.10,0.40,1.46331e-04,-1.15237e-05,-2.84646e-06,-1.36658e-04,-4.06989e-05,1.83152e-06,-9.65783e-04,-9.00827e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-1.09823e-04,6.68123e-06
2.10,0.50,9.36517e-05,-1.06938e-05,-1.67177e-06,-8.20478e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-5.64600e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-9.03554e-05,6.99121e-06
2.10,0.60,6.50359e-05,-9.91302e-06,-1.06298e-06,-5.35639e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.84290e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-7.58313e-05,6.88964e-06
2.10,0.70,4.77815e-05,-9.18837e-06,-7.14163e-07,-3.71123e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.77022e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-6.46174e-05,6.62069e-06
2.10,0.80,3.65827e-05,-8.52109e-06,-4.99683e-07,-2.68978e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-2.08348e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-5.57387e-05,6.28498e-06
2.10,0.90,2.89049e-05,-7.90945e-06,-3.60701e-07,-2.02020e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.61907e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-4.85702e-05,5.92869e-06
2.10,1.00,2.34129e-05,-7.35021e-06,-2.66906e-07,-1.56217e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.29135e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-4.26906e-05,5.57425e-06
